codigo_escola,regiao,uf,dependencia_administrativa,localizacao,etapa_ensino,numero_alunos,numero_professores,pct_prof_ensino_superior,tem_biblioteca,tem_lab_informatica,tem_lab_ciencias,tem_quadra_esportes,tem_internet,tem_agua_potavel,tem_energia_eletrica,tem_jornada_estendida,taxa_aprovacao,nivel_socioeconomico,ideb
102059,Sudeste,SP,Estadual,Urbana,Anos Iniciais,245,13,0.625,1,0,0,1,1,1,1,0,0.929,4.24,6.3
102060,Nordeste,SE,Estadual,Urbana,Anos Iniciais,199,11,0.725,1,1,0,0,1,1,1,0,0.995,4.48,7.51
102061,Sudeste,MG,Municipal,Urbana,Anos Iniciais,311,16,0.812,1,1,0,1,1,1,1,0,0.768,4.36,6.47
102062,Sudeste,SP,Municipal,Urbana,Ensino Médio,437,29,0.787,1,0,0,1,0,1,1,0,0.748,4.38,6.03
102063,Sudeste,SP,Municipal,Urbana,Anos Finais,148,6,0.906,1,0,0,1,1,0,1,0,1.0,2.27,6.46
102064,Norte,TO,Privada,Urbana,Ensino Médio,991,123,1.0,0,0,0,1,1,1,1,1,0.737,6.91,7.98
102065,Sul,RS,Privada,Urbana,Ensino Médio,888,58,0.847,1,1,0,1,1,1,1,0,0.87,5.62,7.45
102066,Sudeste,SP,Privada,Urbana,Ensino Médio,66,3,0.886,1,0,1,1,0,1,1,0,0.911,6.09,7.02
102067,Nordeste,CE,Estadual,Rural,Anos Finais,119,7,0.784,1,0,0,1,1,1,1,0,0.941,3.6,6.62
102068,Sul,PR,Municipal,Rural,Anos Finais,252,13,0.766,0,0,0,0,0,0,1,0,0.978,2.03,5.2
102069,Sudeste,RJ,Privada,Urbana,Ensino Médio,370,24,0.922,0,0,1,1,1,1,1,0,0.756,6.07,6.53
102070,Sudeste,ES,Municipal,Rural,Anos Finais,176,7,0.69,0,0,1,0,0,0,1,0,0.773,3.53,5.34
102071,Sul,SC,Estadual,Urbana,Ensino Médio,155,8,0.822,1,1,0,1,1,1,1,0,0.931,3.79,6.28
102072,Centro-Oeste,GO,Municipal,Rural,Anos Finais,47,3,0.749,0,0,1,0,0,0,1,0,0.962,2.19,5.72
102073,Sul,RS,Estadual,Urbana,Anos Iniciais,181,6,0.767,1,0,0,0,1,1,1,1,0.804,3.84,6.57
102074,Sudeste,RJ,Estadual,Rural,Anos Iniciais,500,32,0.793,0,1,0,1,0,0,1,0,0.893,3.52,5.69
102075,Centro-Oeste,GO,Municipal,Rural,Anos Finais,163,8,0.62,0,0,0,0,1,0,1,0,0.7,2.99,5.58
102076,Nordeste,PI,Municipal,Urbana,Anos Iniciais,213,11,0.789,0,0,1,1,1,1,1,0,0.859,4.23,6.93
102077,Nordeste,CE,Municipal,Rural,Anos Finais,539,23,0.711,0,0,0,1,1,1,0,1,0.802,2.76,5.39
102078,Sudeste,SP,Municipal,Urbana,Anos Iniciais,471,26,0.566,0,0,1,0,1,1,1,0,0.966,3.9,6.64
102079,Nordeste,PI,Municipal,Rural,Anos Iniciais,81,3,0.691,1,0,0,0,0,1,1,0,0.944,3.05,5.62
102080,Nordeste,AL,Estadual,Urbana,Anos Iniciais,311,18,0.609,1,0,1,1,1,0,1,0,0.906,3.42,6.81
102081,Sudeste,ES,Privada,Urbana,Ensino Médio,89,6,0.901,0,1,0,1,1,1,1,0,0.915,6.26,7.37
102082,Nordeste,CE,Municipal,Rural,Ensino Médio,216,12,0.711,0,0,0,1,0,1,0,0,0.768,1.75,5.15
102083,Sul,SC,Municipal,Rural,Anos Iniciais,167,9,0.7,1,0,0,0,0,0,1,0,0.914,2.77,6.16
102084,Nordeste,MA,Municipal,Rural,Anos Iniciais,161,7,0.835,0,0,0,0,0,0,0,0,0.888,2.7,5.52
102085,Nordeste,MA,Municipal,Urbana,Ensino Médio,220,16,0.689,1,0,0,1,1,1,0,0,0.868,4.87,6.8
102086,Norte,RR,Privada,Urbana,Anos Iniciais,1204,77,0.953,1,0,0,1,1,1,1,0,0.955,5.67,7.66
102087,Centro-Oeste,MT,Privada,Urbana,Ensino Médio,85,5,0.82,1,1,0,1,1,1,1,0,0.902,5.58,7.6
102088,Sudeste,RJ,Municipal,Rural,Anos Iniciais,617,45,0.842,1,1,0,0,0,0,0,0,0.735,3.84,5.65
102089,Norte,RR,Municipal,Urbana,Anos Iniciais,130,5,0.656,1,0,0,1,1,1,1,0,0.868,3.04,5.98
102090,Nordeste,AL,Estadual,Urbana,Ensino Médio,1028,57,0.692,0,0,1,1,1,1,1,0,0.847,4.26,6.05
102091,Nordeste,PB,Municipal,Rural,Ensino Médio,277,12,0.629,0,0,0,1,0,1,1,1,0.934,1.69,5.53
102092,Sul,PR,Municipal,Urbana,Anos Iniciais,375,26,0.873,0,0,0,0,1,1,0,0,0.726,3.28,5.71
102093,Norte,TO,Municipal,Urbana,Anos Finais,630,26,0.675,1,1,1,1,1,1,1,0,0.748,3.77,6.42
102094,Sul,SC,Municipal,Urbana,Anos Iniciais,158,7,0.623,1,1,0,0,1,1,0,0,0.854,2.54,5.75
102095,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,419,30,0.905,0,0,1,1,1,1,1,1,0.861,4.37,7.19
102096,Sudeste,RJ,Municipal,Urbana,Anos Finais,527,24,0.781,0,1,1,0,0,1,1,0,0.74,2.83,5.09
102097,Nordeste,PB,Estadual,Urbana,Anos Iniciais,72,3,0.805,0,0,0,0,1,1,1,0,0.974,4.09,6.99
102098,Sul,RS,Privada,Rural,Anos Finais,281,16,0.913,1,0,0,0,1,0,1,0,0.705,4.73,6.57
102099,Centro-Oeste,MT,Municipal,Urbana,Anos Iniciais,91,4,0.829,0,0,0,1,1,1,0,0,0.915,4.34,6.65
102100,Sudeste,RJ,Estadual,Rural,Anos Finais,655,45,0.808,0,0,0,1,0,1,1,0,0.854,4.07,5.84
102101,Nordeste,CE,Municipal,Rural,Anos Finais,337,19,0.791,0,0,0,0,0,1,0,0,0.842,1.83,4.93
102102,Norte,TO,Municipal,Rural,Anos Iniciais,106,4,0.585,0,0,0,0,1,0,1,0,0.942,2.17,5.12
102103,Sul,RS,Municipal,Urbana,Anos Iniciais,97,5,0.756,0,0,1,0,1,1,1,0,1.0,3.32,6.76
102104,Sul,RS,Municipal,Rural,Ensino Médio,1091,102,0.806,0,1,1,0,0,1,0,0,0.911,3.28,6.48
102105,Centro-Oeste,GO,Municipal,Rural,Ensino Médio,519,25,0.674,1,0,0,1,0,0,1,0,0.888,3.98,6.33
102106,Nordeste,AL,Privada,Urbana,Anos Finais,132,5,0.897,1,1,0,0,1,1,1,0,0.998,6.74,7.91
102107,Sudeste,MG,Municipal,Rural,Anos Iniciais,325,17,0.664,1,1,0,0,0,0,1,0,0.893,2.15,5.72
102108,Sudeste,SP,Municipal,Urbana,Anos Finais,819,72,0.731,1,0,0,0,0,0,0,0,0.947,4.64,6.7
102109,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,365,21,0.958,1,0,1,0,1,1,1,0,0.963,2.87,7.07
102110,Nordeste,MA,Estadual,Rural,Anos Finais,298,15,0.859,0,0,0,1,0,0,1,0,0.843,4.25,6.03
102111,Sul,RS,Estadual,Urbana,Ensino Médio,138,7,0.846,1,1,0,1,1,1,1,0,0.828,4.41,6.82
102112,Sul,SC,Privada,Urbana,Anos Iniciais,622,54,0.863,1,1,1,1,1,1,1,1,0.765,5.85,7.35
102113,Norte,AP,Privada,Urbana,Anos Iniciais,345,30,0.902,1,1,0,1,1,1,1,1,0.869,4.77,8.11
102114,Centro-Oeste,MT,Municipal,Rural,Ensino Médio,296,16,0.646,0,0,0,1,1,1,1,0,0.812,3.03,5.62
102115,Sul,SC,Municipal,Urbana,Ensino Médio,76,3,0.717,0,1,0,0,1,1,1,1,0.966,4.48,7.2
102116,Nordeste,RN,Municipal,Urbana,Anos Iniciais,1505,85,0.733,1,0,0,0,0,1,1,0,0.757,3.51,5.59
102117,Sul,PR,Estadual,Rural,Anos Finais,405,22,0.891,1,1,0,1,1,1,0,0,0.966,3.94,6.12
102118,Nordeste,RN,Municipal,Urbana,Ensino Médio,51,3,0.719,0,0,0,1,0,0,1,0,0.829,3.26,5.85
102119,Sudeste,ES,Municipal,Urbana,Anos Finais,202,7,0.663,0,1,0,1,1,1,1,0,0.844,3.2,6.54
102120,Nordeste,PB,Estadual,Urbana,Anos Finais,128,7,0.699,1,1,0,1,1,1,1,0,0.921,4.45,6.85
102121,Sudeste,RJ,Municipal,Rural,Ensino Médio,459,31,0.674,0,0,0,0,0,0,1,0,0.871,2.75,5.3
102122,Sudeste,RJ,Municipal,Urbana,Ensino Médio,118,4,0.695,0,0,0,0,0,1,1,1,0.81,2.75,5.47
102123,Nordeste,RN,Estadual,Urbana,Anos Iniciais,710,35,0.897,0,1,0,0,1,1,1,0,0.949,4.49,6.52
102124,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,250,26,0.687,1,0,0,1,1,1,1,0,0.86,3.71,6.49
102125,Sudeste,SP,Estadual,Urbana,Ensino Médio,253,14,0.833,1,0,0,1,0,1,1,0,0.778,5.84,6.68
102126,Sul,PR,Municipal,Rural,Ensino Médio,55,4,0.745,0,0,0,0,0,1,1,0,0.934,3.32,5.46
102127,Nordeste,AL,Estadual,Urbana,Anos Finais,269,12,0.738,0,1,0,0,0,1,1,0,0.844,3.95,6.62
102128,Centro-Oeste,GO,Municipal,Rural,Anos Iniciais,291,16,0.741,1,0,1,0,0,1,0,0,0.674,2.8,5.66
102129,Sudeste,SP,Privada,Urbana,Ensino Médio,618,33,0.911,1,0,0,0,1,1,1,1,0.98,5.99,7.25
102130,Sudeste,ES,Municipal,Rural,Ensino Médio,89,5,0.856,0,0,0,0,1,1,1,0,0.77,3.24,5.7
102131,Sudeste,ES,Municipal,Rural,Anos Iniciais,364,18,0.701,0,0,0,0,0,1,0,0,0.909,3.76,5.82
102132,Nordeste,RN,Privada,Urbana,Anos Finais,118,6,0.875,1,0,1,1,1,1,1,0,1.0,6.52,7.93
102133,Sul,SC,Estadual,Urbana,Anos Iniciais,148,6,0.844,1,1,1,0,1,1,1,0,0.758,4.11,5.87
102134,Sudeste,RJ,Estadual,Urbana,Ensino Médio,195,7,0.806,0,0,1,0,1,1,1,0,0.842,4.79,6.92
102135,Sudeste,MG,Municipal,Urbana,Anos Iniciais,592,34,0.608,0,0,0,1,0,1,1,1,0.873,4.56,6.07
102136,Sudeste,SP,Municipal,Rural,Ensino Médio,1059,73,0.89,1,0,1,1,1,0,0,1,0.795,2.6,5.75
102137,Sul,RS,Municipal,Rural,Anos Iniciais,876,50,0.75,0,0,0,0,0,1,1,0,0.861,3.05,4.91
102138,Sul,RS,Estadual,Urbana,Ensino Médio,163,8,0.823,1,1,1,1,0,1,1,0,0.869,5.91,7.33
102139,Nordeste,SE,Municipal,Urbana,Anos Iniciais,396,23,0.547,0,0,1,1,1,1,1,0,0.88,4.34,6.44
102140,Sudeste,MG,Estadual,Urbana,Anos Finais,179,11,0.792,1,0,0,1,0,1,1,0,0.762,5.27,6.91
102141,Nordeste,PE,Privada,Urbana,Anos Finais,186,7,1.0,1,1,0,1,1,1,1,0,0.912,4.18,6.68
102142,Sudeste,MG,Municipal,Rural,Ensino Médio,222,15,0.753,0,0,0,0,1,1,1,0,0.75,2.95,5.24
102143,Sul,RS,Estadual,Urbana,Anos Iniciais,377,22,0.786,1,1,0,0,1,1,1,0,0.758,5.1,6.26
102144,Centro-Oeste,MS,Municipal,Urbana,Anos Iniciais,85,6,0.615,0,1,1,0,1,0,1,0,0.861,4.12,6.36
102145,Sul,PR,Estadual,Urbana,Anos Iniciais,252,19,0.721,1,0,0,0,0,1,1,0,0.83,4.51,6.04
102146,Centro-Oeste,MS,Estadual,Rural,Ensino Médio,122,9,0.787,1,1,1,1,0,0,1,0,0.752,2.04,5.13
102147,Sudeste,SP,Municipal,Urbana,Ensino Médio,419,17,0.76,0,1,1,0,1,1,1,0,0.932,3.5,6.41
102148,Sudeste,SP,Municipal,Rural,Ensino Médio,342,16,0.762,0,0,0,1,1,1,1,0,1.0,2.23,5.94
102149,Sudeste,ES,Municipal,Urbana,Anos Iniciais,207,13,0.614,0,0,0,0,1,1,0,0,0.8,2.27,5.51
102150,Sudeste,SP,Estadual,Urbana,Anos Finais,529,26,0.781,1,0,1,1,1,1,1,0,0.922,4.8,7.04
102151,Nordeste,BA,Privada,Urbana,Anos Iniciais,172,8,1.0,0,1,0,0,1,1,1,0,0.921,5.0,6.9
102152,Nordeste,MA,Estadual,Urbana,Ensino Médio,193,7,0.638,1,1,0,1,0,1,1,0,0.85,3.78,6.05
102153,Sudeste,ES,Municipal,Urbana,Ensino Médio,173,7,0.709,1,1,0,0,0,1,1,1,0.848,3.31,6.23
102154,Sudeste,ES,Municipal,Urbana,Anos Iniciais,406,21,0.87,1,1,1,0,1,1,1,1,0.846,4.68,7.29
102155,Sudeste,MG,Privada,Rural,Anos Iniciais,88,5,0.831,1,0,0,1,1,1,1,0,1.0,4.54,6.56
102156,Nordeste,AL,Municipal,Rural,Anos Iniciais,194,16,0.794,1,0,0,0,0,0,0,1,0.941,3.45,6.31
102157,Nordeste,PI,Municipal,Urbana,Anos Finais,84,4,0.825,1,0,0,0,1,1,1,0,0.801,5.18,7.3
102158,Sudeste,SP,Privada,Urbana,Anos Finais,168,9,0.94,0,1,0,0,1,1,1,0,0.862,6.8,7.61
102159,Centro-Oeste,GO,Municipal,Rural,Anos Finais,424,27,0.626,0,0,1,1,1,0,0,1,0.739,2.54,5.74
102160,Sudeste,SP,Privada,Urbana,Anos Finais,289,20,0.838,1,0,1,0,1,1,1,0,0.733,6.3,6.82
102161,Norte,RR,Municipal,Rural,Ensino Médio,85,4,0.666,0,0,0,1,0,1,1,0,0.875,3.48,5.14
102162,Norte,RO,Municipal,Rural,Anos Iniciais,186,10,0.762,0,1,1,0,1,0,0,1,0.911,1.25,5.63
102163,Nordeste,MA,Municipal,Rural,Anos Iniciais,737,37,0.784,0,0,1,0,0,1,1,0,0.903,3.18,5.3
102164,Nordeste,CE,Municipal,Urbana,Anos Iniciais,238,13,0.782,0,0,0,0,0,1,0,0,0.843,4.57,5.39
102165,Norte,PA,Municipal,Urbana,Ensino Médio,112,11,0.777,0,1,0,1,1,1,0,0,0.913,4.2,6.82
102166,Sul,PR,Estadual,Urbana,Anos Finais,41,3,0.869,1,0,0,0,1,1,1,0,0.924,4.25,6.35
102167,Nordeste,BA,Privada,Urbana,Anos Iniciais,129,8,0.993,1,1,1,1,1,1,1,0,0.812,5.99,7.3
102168,Norte,PA,Estadual,Urbana,Anos Iniciais,402,26,0.696,1,1,1,1,1,1,1,0,0.824,5.42,7.18
102169,Nordeste,PB,Municipal,Urbana,Anos Iniciais,51,3,0.594,0,0,0,0,1,1,1,0,0.774,4.3,6.37
102170,Nordeste,PE,Privada,Urbana,Anos Finais,696,53,0.881,0,1,1,0,1,1,1,1,0.898,5.72,7.46
102171,Nordeste,AL,Municipal,Rural,Anos Iniciais,116,11,0.796,0,0,0,0,1,0,1,1,0.902,2.72,6.3
102172,Nordeste,RN,Municipal,Urbana,Anos Iniciais,84,6,0.8,0,0,0,0,0,1,1,0,0.925,4.0,6.24
102173,Nordeste,PI,Federal,Urbana,Anos Finais,381,23,1.0,1,1,0,1,1,1,1,0,0.777,5.92,7.81
102174,Nordeste,AL,Municipal,Urbana,Anos Finais,122,5,0.754,0,0,0,0,0,1,1,1,1.0,2.72,5.76
102175,Nordeste,AL,Privada,Urbana,Anos Finais,156,9,0.902,1,0,0,1,1,1,1,1,1.0,6.04,7.72
102176,Sudeste,RJ,Municipal,Rural,Anos Finais,806,47,0.763,0,0,0,0,1,1,1,0,0.827,3.1,5.53
102177,Nordeste,PI,Estadual,Urbana,Ensino Médio,508,25,0.698,0,1,1,0,1,1,1,0,0.791,3.41,6.01
102178,Sudeste,RJ,Municipal,Rural,Ensino Médio,237,24,0.796,1,0,0,0,1,0,0,1,0.833,2.9,6.63
102179,Sudeste,ES,Municipal,Rural,Anos Finais,29,3,0.53,0,0,0,0,0,1,0,0,0.931,3.12,5.43
102180,Nordeste,SE,Estadual,Urbana,Anos Iniciais,157,13,0.673,1,1,0,0,1,1,1,0,0.947,5.33,7.44
102181,Nordeste,PB,Privada,Urbana,Anos Finais,174,7,0.788,1,1,1,1,1,1,1,0,0.887,6.59,8.11
102182,Sudeste,SP,Municipal,Urbana,Ensino Médio,526,28,0.797,1,0,0,0,0,1,1,0,0.951,4.19,6.18
102183,Centro-Oeste,DF,Municipal,Urbana,Ensino Médio,154,12,0.638,1,1,0,0,1,0,1,0,0.989,3.47,6.85
102184,Sudeste,MG,Municipal,Urbana,Anos Finais,204,10,0.782,0,1,0,0,1,1,1,0,0.789,3.53,5.65
102185,Sudeste,SP,Municipal,Urbana,Anos Finais,226,16,0.754,1,0,0,0,0,1,1,1,0.882,3.25,6.26
102186,Sudeste,RJ,Municipal,Rural,Anos Finais,220,14,0.774,0,0,1,0,1,0,1,0,0.805,3.16,5.94
102187,Sudeste,SP,Municipal,Urbana,Anos Iniciais,273,13,0.678,0,0,0,0,0,0,1,1,0.893,3.45,6.39
102188,Norte,AM,Municipal,Urbana,Anos Iniciais,271,16,0.873,0,0,0,1,0,1,1,0,0.858,4.89,7.01
102189,Sudeste,MG,Municipal,Rural,Ensino Médio,268,10,0.845,0,0,1,0,1,0,1,0,0.915,2.3,5.85
102190,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,293,21,0.85,1,0,0,1,1,1,1,0,0.852,4.4,6.76
102191,Sul,RS,Municipal,Rural,Ensino Médio,262,12,0.613,1,0,1,0,0,0,1,0,0.761,2.79,5.56
102192,Norte,RR,Municipal,Urbana,Anos Finais,209,10,0.714,0,0,0,1,1,1,1,0,0.831,3.71,6.2
102193,Sul,PR,Estadual,Urbana,Ensino Médio,638,30,0.851,0,0,0,1,1,1,1,0,0.925,2.99,5.17
102194,Norte,PA,Municipal,Rural,Ensino Médio,113,8,0.632,0,0,0,0,0,1,0,1,0.672,2.09,4.74
102195,Norte,RO,Municipal,Urbana,Ensino Médio,370,24,0.745,0,0,1,1,0,1,1,0,0.943,3.53,6.36
102196,Centro-Oeste,GO,Municipal,Rural,Anos Finais,389,22,0.716,0,0,0,1,0,0,0,1,0.824,2.12,5.44
102197,Sul,PR,Municipal,Rural,Anos Iniciais,504,34,0.957,0,0,0,0,0,1,0,0,0.672,4.33,6.27
102198,Nordeste,RN,Municipal,Urbana,Anos Iniciais,137,6,0.662,1,1,1,0,1,1,1,0,0.767,3.11,5.91
102199,Norte,RR,Privada,Rural,Ensino Médio,231,16,0.975,0,1,0,0,0,1,1,0,0.947,5.32,6.93
102200,Nordeste,SE,Municipal,Urbana,Ensino Médio,529,34,0.783,0,1,1,1,1,1,1,1,0.676,4.42,6.74
102201,Sudeste,SP,Municipal,Urbana,Anos Finais,393,26,0.736,1,0,0,0,0,1,0,0,0.784,4.77,6.58
102202,Sudeste,ES,Municipal,Urbana,Anos Finais,50,3,0.731,1,1,0,0,0,1,1,0,0.892,2.28,6.5
102203,Sudeste,SP,Municipal,Rural,Anos Finais,635,26,0.784,1,0,0,0,0,0,1,1,0.888,3.15,6.22
102204,Sul,RS,Municipal,Urbana,Anos Finais,94,5,0.667,1,0,0,0,0,0,1,0,0.88,4.29,6.61
102205,Sul,PR,Municipal,Urbana,Anos Finais,38,3,0.765,0,0,0,0,1,1,1,0,0.732,4.32,6.4
102206,Nordeste,RN,Estadual,Urbana,Anos Iniciais,68,3,0.872,1,0,1,1,1,1,1,0,0.973,3.58,7.22
102207,Nordeste,PE,Estadual,Urbana,Anos Iniciais,321,20,0.869,0,1,0,0,1,1,1,0,0.742,4.81,6.65
102208,Sudeste,MG,Municipal,Urbana,Anos Finais,166,8,0.634,0,1,0,1,1,0,1,1,0.82,3.77,6.93
102209,Centro-Oeste,DF,Privada,Urbana,Anos Finais,427,20,0.832,1,0,0,0,1,1,1,1,0.891,5.97,7.29
102210,Norte,AP,Municipal,Rural,Anos Iniciais,507,26,0.679,0,0,1,0,1,1,0,0,1.0,2.42,6.29
102211,Sudeste,ES,Estadual,Urbana,Anos Iniciais,985,51,0.8,0,1,1,1,1,1,1,0,1.0,3.89,6.91
102212,Nordeste,PI,Municipal,Urbana,Anos Finais,275,17,0.662,1,0,0,1,1,1,0,0,0.719,3.42,5.99
102213,Nordeste,BA,Estadual,Urbana,Anos Iniciais,607,26,0.934,1,0,0,0,0,1,1,1,0.879,4.2,7.29
102214,Sul,RS,Municipal,Rural,Anos Iniciais,109,3,0.588,1,0,0,0,0,1,1,1,0.933,4.08,6.52
102215,Nordeste,PB,Municipal,Rural,Ensino Médio,218,10,0.612,0,1,0,0,1,0,1,0,0.807,2.73,5.06
102216,Norte,RR,Estadual,Urbana,Ensino Médio,393,18,0.837,1,1,0,0,1,1,1,0,0.818,3.97,6.56
102217,Nordeste,PI,Municipal,Rural,Anos Finais,459,26,0.757,0,1,0,0,1,0,1,0,0.808,2.64,6.25
102218,Sudeste,SP,Estadual,Urbana,Anos Iniciais,216,9,0.823,1,0,1,0,1,1,1,0,0.786,4.4,6.65
102219,Sudeste,ES,Municipal,Rural,Ensino Médio,194,7,0.608,0,1,0,0,0,1,0,0,0.921,2.75,5.99
102220,Nordeste,BA,Municipal,Rural,Ensino Médio,462,24,0.793,1,1,1,1,1,0,1,0,0.908,2.56,6.0
102221,Sul,SC,Estadual,Urbana,Anos Iniciais,358,23,0.657,0,1,0,1,1,1,1,0,0.84,3.78,6.18
102222,Sul,RS,Estadual,Urbana,Anos Finais,510,28,0.772,1,1,0,1,1,1,1,0,0.927,4.02,7.1
102223,Sudeste,ES,Municipal,Rural,Anos Iniciais,384,28,0.62,0,0,0,0,0,0,0,0,0.803,3.62,5.46
102224,Sudeste,ES,Municipal,Rural,Anos Finais,60,4,0.677,0,0,0,0,0,0,1,0,0.76,2.64,5.32
102225,Sul,SC,Privada,Urbana,Ensino Médio,354,19,0.89,1,1,0,1,1,1,1,0,0.862,7.0,7.58
102226,Sudeste,MG,Estadual,Urbana,Anos Finais,182,12,0.942,1,1,0,0,1,1,1,0,1.0,3.01,6.63
102227,Nordeste,CE,Municipal,Rural,Anos Iniciais,302,14,0.662,0,0,0,1,0,1,0,0,0.898,2.15,5.11
102228,Sudeste,ES,Municipal,Urbana,Anos Iniciais,154,7,0.874,1,1,1,0,1,0,1,1,0.927,4.2,7.59
102229,Sudeste,MG,Estadual,Urbana,Anos Finais,505,46,0.908,0,0,0,1,0,1,1,0,0.742,3.06,5.3
102230,Sudeste,MG,Municipal,Rural,Ensino Médio,282,10,0.753,0,0,0,0,0,0,1,0,0.76,2.64,5.32
102231,Sudeste,SP,Municipal,Rural,Anos Finais,224,13,0.601,1,1,0,0,1,0,1,0,0.933,2.93,5.94
102232,Nordeste,CE,Estadual,Urbana,Anos Iniciais,635,24,0.82,1,1,1,1,1,1,1,1,0.707,3.89,7.04
102233,Norte,TO,Municipal,Urbana,Anos Iniciais,531,26,0.809,1,1,0,1,1,1,1,0,0.966,2.86,7.35
102234,Sul,PR,Municipal,Urbana,Anos Finais,38,3,0.821,1,1,0,0,1,1,1,0,0.794,2.85,5.83
102235,Centro-Oeste,DF,Estadual,Urbana,Anos Iniciais,489,33,0.768,0,0,0,1,1,1,1,0,0.832,5.6,7.36
102236,Sul,SC,Municipal,Rural,Anos Iniciais,550,30,0.664,0,0,0,0,0,0,1,0,0.865,3.86,5.49
102237,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,238,15,0.956,0,1,0,1,0,1,1,1,0.894,4.39,7.38
102238,Sudeste,SP,Estadual,Urbana,Anos Iniciais,553,27,0.835,1,0,0,0,1,0,1,0,0.866,4.46,6.67
102239,Sudeste,MG,Estadual,Rural,Anos Iniciais,221,13,1.0,0,0,0,0,1,0,1,0,0.805,4.39,5.86
102240,Sudeste,ES,Municipal,Urbana,Anos Finais,784,36,0.724,1,0,0,0,1,0,1,0,0.806,4.41,6.89
102241,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,57,3,0.823,1,0,1,0,1,0,1,0,0.864,4.84,7.08
102242,Sudeste,ES,Municipal,Urbana,Anos Iniciais,164,11,0.698,0,0,0,0,1,1,0,0,1.0,4.36,7.09
102243,Nordeste,PE,Municipal,Urbana,Anos Iniciais,350,23,0.652,1,1,0,0,1,0,1,0,0.851,4.7,6.68
102244,Centro-Oeste,MT,Municipal,Urbana,Anos Iniciais,238,12,0.684,1,1,0,0,1,1,1,1,0.832,3.08,6.59
102245,Sudeste,ES,Municipal,Urbana,Anos Finais,568,35,0.751,1,0,0,0,0,1,0,0,0.878,3.78,6.2
102246,Nordeste,CE,Municipal,Rural,Anos Finais,99,3,0.625,0,0,0,0,0,1,1,1,0.903,3.29,6.0
102247,Sudeste,ES,Municipal,Rural,Anos Finais,99,5,0.698,0,0,1,0,0,0,1,0,0.886,2.91,5.37
102248,Sudeste,ES,Municipal,Urbana,Anos Iniciais,159,6,0.771,0,1,0,1,0,0,1,0,0.766,4.0,6.35
102249,Sul,PR,Privada,Urbana,Anos Iniciais,431,27,0.831,0,0,0,1,1,1,1,0,0.748,6.13,7.04
102250,Sudeste,MG,Municipal,Rural,Anos Iniciais,407,33,0.653,1,0,0,0,0,0,0,0,0.838,1.48,5.43
102251,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,501,30,0.769,0,0,0,1,0,0,1,1,1.0,4.03,6.42
102252,Sudeste,MG,Estadual,Urbana,Anos Finais,503,20,0.855,1,1,0,1,1,1,1,1,0.87,3.98,7.41
102253,Nordeste,PB,Privada,Urbana,Anos Iniciais,640,47,0.983,1,1,0,1,1,1,1,0,0.884,6.03,8.0
102254,Sudeste,ES,Estadual,Urbana,Anos Iniciais,98,3,0.814,0,0,1,1,1,0,1,0,0.767,3.89,6.82
102255,Nordeste,CE,Estadual,Urbana,Ensino Médio,340,17,0.887,1,0,1,1,1,1,1,0,0.99,4.9,6.52
102256,Sudeste,MG,Privada,Urbana,Anos Finais,281,23,0.782,0,0,0,1,1,1,1,0,1.0,7.0,7.34
102257,Sudeste,SP,Municipal,Rural,Anos Iniciais,509,34,0.756,0,0,0,0,0,0,1,0,0.718,1.92,4.55
102258,Sul,PR,Municipal,Urbana,Anos Iniciais,1508,81,0.697,0,0,0,1,1,0,1,0,0.796,4.82,6.87
102259,Norte,AP,Municipal,Rural,Anos Iniciais,252,10,0.73,0,1,0,0,0,1,1,0,0.789,2.85,5.22
102260,Centro-Oeste,MT,Municipal,Rural,Anos Iniciais,226,12,0.645,0,1,0,0,0,0,0,0,0.857,3.66,5.44
102261,Nordeste,AL,Municipal,Urbana,Ensino Médio,348,17,0.831,1,1,1,0,1,1,0,0,0.823,3.46,6.11
102262,Nordeste,AL,Municipal,Urbana,Anos Finais,122,9,0.715,1,0,1,0,0,1,1,0,0.785,3.84,5.76
102263,Sudeste,ES,Estadual,Urbana,Anos Iniciais,214,12,0.856,1,0,0,1,1,0,1,0,0.783,3.66,6.5
102264,Sudeste,MG,Municipal,Rural,Anos Finais,64,3,0.679,0,0,0,1,1,1,1,0,0.928,3.41,6.43
102265,Sudeste,MG,Municipal,Rural,Anos Iniciais,200,10,0.674,0,0,0,0,1,1,1,0,0.734,3.34,4.71
102266,Nordeste,CE,Estadual,Urbana,Anos Iniciais,152,8,0.729,0,1,0,1,1,1,1,0,0.974,4.68,7.2
102267,Sudeste,RJ,Privada,Urbana,Anos Iniciais,151,10,0.926,1,0,0,1,1,1,1,0,0.894,6.02,7.62
102268,Norte,AP,Estadual,Urbana,Anos Finais,224,12,0.791,0,0,0,1,0,1,1,0,0.817,3.39,6.14
102269,Nordeste,SE,Municipal,Urbana,Anos Finais,202,11,0.671,0,0,0,0,0,1,0,0,0.9,2.58,5.64
